401 	 Q0 	 FBIS3-18024          	 0       	 66.3055 	 RUN
401 	 Q0 	 FBIS4-55313          	 58      	 51.9405 	 RUN
401 	 Q0 	 FBIS3-39117          	 59      	 51.9295 	 RUN
401 	 Q0 	 FBIS4-55123          	 60      	 51.9080 	 RUN
401 	 Q0 	 FBIS3-20852          	 61      	 51.8447 	 RUN
401 	 Q0 	 FBIS4-62200          	 62      	 51.3725 	 RUN
401 	 Q0 	 FBIS4-42516          	 63      	 51.3345 	 RUN
401 	 Q0 	 FBIS4-8580           	 64      	 51.2263 	 RUN
401 	 Q0 	 FBIS4-31704          	 65      	 51.1366 	 RUN
401 	 Q0 	 FT933-3276           	 66      	 51.1240 	 RUN
401 	 Q0 	 FBIS4-55746          	 67      	 51.1105 	 RUN
401 	 Q0 	 FBIS3-39889          	 68      	 51.0758 	 RUN
401 	 Q0 	 FBIS3-30236          	 69      	 51.0085 	 RUN
401 	 Q0 	 FT943-12593          	 70      	 50.9993 	 RUN
401 	 Q0 	 FBIS3-21392          	 71      	 50.9773 	 RUN
401 	 Q0 	 FBIS3-32685          	 72      	 50.9324 	 RUN
401 	 Q0 	 FBIS3-49544          	 73      	 50.8996 	 RUN
401 	 Q0 	 FBIS3-49468          	 74      	 50.7895 	 RUN
401 	 Q0 	 FT941-5413           	 75      	 50.7342 	 RUN
401 	 Q0 	 FBIS4-30947          	 76      	 50.7103 	 RUN
401 	 Q0 	 FBIS4-43888          	 77      	 50.7077 	 RUN
401 	 Q0 	 FBIS4-31119          	 78      	 50.5496 	 RUN
401 	 Q0 	 FBIS3-50052          	 79      	 50.4679 	 RUN
401 	 Q0 	 LA021590-0208        	 80      	 50.4034 	 RUN
401 	 Q0 	 FBIS4-65094          	 81      	 50.3826 	 RUN
401 	 Q0 	 FBIS3-19645          	 82      	 50.2487 	 RUN
401 	 Q0 	 FBIS4-11261          	 83      	 50.2349 	 RUN
401 	 Q0 	 FR940920-2-00019     	 84      	 50.2151 	 RUN
401 	 Q0 	 FBIS4-55384          	 85      	 50.1175 	 RUN
401 	 Q0 	 FBIS3-20321          	 86      	 50.0910 	 RUN
401 	 Q0 	 FBIS3-38602          	 87      	 49.8571 	 RUN
401 	 Q0 	 FBIS4-44306          	 88      	 49.8203 	 RUN
401 	 Q0 	 FBIS4-32132          	 89      	 49.8054 	 RUN
401 	 Q0 	 FT924-3751           	 90      	 49.7581 	 RUN
401 	 Q0 	 FBIS4-42907          	 91      	 49.6787 	 RUN
401 	 Q0 	 FBIS4-44443          	 92      	 49.6535 	 RUN
401 	 Q0 	 FBIS3-24338          	 93      	 49.6040 	 RUN
401 	 Q0 	 LA021490-0049        	 94      	 49.5870 	 RUN
401 	 Q0 	 FBIS4-55036          	 95      	 49.5613 	 RUN
401 	 Q0 	 FT933-1203           	 96      	 49.4991 	 RUN
401 	 Q0 	 FBIS3-31620          	 97      	 49.3919 	 RUN
401 	 Q0 	 FT944-5307           	 98      	 49.3353 	 RUN
401 	 Q0 	 FBIS3-49532          	 99      	 49.3335 	 RUN
401 	 Q0 	 FBIS3-18410          	 100     	 49.3311 	 RUN
401 	 Q0 	 FBIS3-57306          	 101     	 49.2593 	 RUN
401 	 Q0 	 FT921-727            	 102     	 49.2493 	 RUN
401 	 Q0 	 LA110690-0075        	 103     	 49.2312 	 RUN
401 	 Q0 	 FBIS3-37947          	 104     	 49.1995 	 RUN
401 	 Q0 	 FT924-7265           	 105     	 49.1803 	 RUN
401 	 Q0 	 FBIS4-68782          	 106     	 49.1629 	 RUN
401 	 Q0 	 FBIS3-55497          	 107     	 49.0543 	 RUN
401 	 Q0 	 FBIS3-58286          	 108     	 49.0054 	 RUN
401 	 Q0 	 FBIS4-42301          	 109     	 48.9169 	 RUN
401 	 Q0 	 FBIS3-27371          	 110     	 48.9027 	 RUN
401 	 Q0 	 FBIS4-68349          	 111     	 48.8584 	 RUN
401 	 Q0 	 FBIS3-42626          	 112     	 48.7088 	 RUN
401 	 Q0 	 FBIS4-16605          	 113     	 48.6393 	 RUN
401 	 Q0 	 FBIS3-19381          	 114     	 48.6355 	 RUN
401 	 Q0 	 FBIS3-6482           	 115     	 48.5839 	 RUN
401 	 Q0 	 FBIS3-9625           	 116     	 48.5769 	 RUN
401 	 Q0 	 FBIS3-61300          	 117     	 48.5112 	 RUN
401 	 Q0 	 FR940328-2-00119     	 118     	 48.5071 	 RUN
401 	 Q0 	 FBIS3-61291          	 119     	 48.5043 	 RUN
401 	 Q0 	 FBIS4-58796          	 120     	 48.5015 	 RUN
401 	 Q0 	 FBIS3-46454          	 121     	 48.4998 	 RUN
401 	 Q0 	 LA050789-0068        	 122     	 48.4218 	 RUN
401 	 Q0 	 FT921-13979          	 123     	 48.4182 	 RUN
401 	 Q0 	 FBIS4-16582          	 124     	 48.4133 	 RUN
401 	 Q0 	 FBIS4-44350          	 125     	 48.3488 	 RUN
401 	 Q0 	 FBIS3-56998          	 126     	 48.3371 	 RUN
401 	 Q0 	 FBIS4-33985          	 127     	 48.3285 	 RUN
401 	 Q0 	 FBIS3-36790          	 128     	 48.2813 	 RUN
401 	 Q0 	 FBIS4-65933          	 129     	 48.2616 	 RUN
401 	 Q0 	 FBIS3-31818          	 130     	 48.2377 	 RUN
401 	 Q0 	 FBIS4-34759          	 131     	 48.2151 	 RUN
401 	 Q0 	 FBIS3-56189          	 132     	 48.2050 	 RUN
401 	 Q0 	 FBIS3-52014          	 133     	 48.2010 	 RUN
401 	 Q0 	 FT924-655            	 134     	 48.1945 	 RUN
401 	 Q0 	 FBIS3-51388          	 135     	 48.1908 	 RUN
401 	 Q0 	 FBIS3-50352          	 136     	 48.1726 	 RUN
401 	 Q0 	 FBIS3-38677          	 137     	 48.0953 	 RUN
401 	 Q0 	 FBIS4-66153          	 138     	 48.0468 	 RUN
401 	 Q0 	 FBIS4-9504           	 139     	 47.9728 	 RUN
401 	 Q0 	 FR940317-1-00023     	 140     	 47.9500 	 RUN
401 	 Q0 	 FBIS3-20179          	 141     	 47.9086 	 RUN
401 	 Q0 	 FBIS4-30880          	 142     	 47.8972 	 RUN
401 	 Q0 	 FT934-9441           	 143     	 47.8759 	 RUN
401 	 Q0 	 FBIS4-40881          	 144     	 47.8586 	 RUN
401 	 Q0 	 FBIS4-15890          	 145     	 47.8155 	 RUN
401 	 Q0 	 FBIS4-20300          	 146     	 47.8079 	 RUN
401 	 Q0 	 FBIS3-17498          	 147     	 47.7770 	 RUN
401 	 Q0 	 FT931-16840          	 148     	 47.7251 	 RUN
401 	 Q0 	 FT931-16995          	 149     	 47.7251 	 RUN
401 	 Q0 	 FBIS4-43367          	 150     	 47.7136 	 RUN
401 	 Q0 	 FBIS3-32030          	 151     	 47.6825 	 RUN
401 	 Q0 	 FBIS3-32057          	 152     	 47.6825 	 RUN
401 	 Q0 	 FT934-12742          	 153     	 47.6506 	 RUN
401 	 Q0 	 FBIS3-38290          	 154     	 47.6369 	 RUN
401 	 Q0 	 FBIS3-3491           	 155     	 47.5874 	 RUN
401 	 Q0 	 FR940719-2-00167     	 156     	 47.5654 	 RUN
401 	 Q0 	 LA030489-0031        	 157     	 47.5615 	 RUN
401 	 Q0 	 FT932-15917          	 158     	 47.4446 	 RUN
401 	 Q0 	 FBIS3-39301          	 159     	 47.3880 	 RUN
401 	 Q0 	 FT923-3818           	 160     	 47.3677 	 RUN
401 	 Q0 	 FT921-13797          	 161     	 47.3572 	 RUN
401 	 Q0 	 FBIS3-19458          	 162     	 47.3094 	 RUN
401 	 Q0 	 FT924-13569          	 163     	 47.2460 	 RUN
401 	 Q0 	 FBIS3-9465           	 164     	 47.2030 	 RUN
401 	 Q0 	 FBIS4-32464          	 165     	 47.0889 	 RUN
401 	 Q0 	 FBIS3-36884          	 166     	 47.0530 	 RUN
401 	 Q0 	 FBIS3-58007          	 167     	 47.0460 	 RUN
401 	 Q0 	 FBIS3-58037          	 168     	 47.0460 	 RUN
401 	 Q0 	 FBIS3-38236          	 169     	 46.9407 	 RUN
401 	 Q0 	 FBIS3-57847          	 170     	 46.8550 	 RUN
401 	 Q0 	 FT944-17986          	 171     	 46.8411 	 RUN
401 	 Q0 	 LA051189-0006        	 172     	 46.8267 	 RUN
401 	 Q0 	 FT932-10335          	 173     	 46.7996 	 RUN
401 	 Q0 	 FBIS4-36088          	 174     	 46.7909 	 RUN
401 	 Q0 	 FBIS3-19577          	 175     	 46.7640 	 RUN
401 	 Q0 	 FBIS4-32230          	 176     	 46.7526 	 RUN
401 	 Q0 	 FBIS3-31224          	 177     	 46.7351 	 RUN
401 	 Q0 	 FBIS3-58952          	 178     	 46.6935 	 RUN
401 	 Q0 	 FBIS3-49719          	 179     	 46.6594 	 RUN
401 	 Q0 	 FT941-15215          	 180     	 46.6407 	 RUN
401 	 Q0 	 FBIS3-36830          	 181     	 46.6258 	 RUN
401 	 Q0 	 FBIS4-42224          	 182     	 46.6053 	 RUN
401 	 Q0 	 FBIS4-65309          	 183     	 46.5688 	 RUN
401 	 Q0 	 FBIS3-34359          	 184     	 46.5610 	 RUN
401 	 Q0 	 FT931-17112          	 185     	 46.5284 	 RUN
401 	 Q0 	 FT921-16136          	 186     	 46.5212 	 RUN
401 	 Q0 	 FBIS4-51651          	 187     	 46.5149 	 RUN
401 	 Q0 	 FT931-10513          	 188     	 46.4861 	 RUN
401 	 Q0 	 FBIS3-58249          	 189     	 46.4785 	 RUN
401 	 Q0 	 FR941019-2-00029     	 190     	 46.4560 	 RUN
401 	 Q0 	 FBIS4-68880          	 191     	 46.4521 	 RUN
401 	 Q0 	 FBIS3-17437          	 192     	 46.4363 	 RUN
401 	 Q0 	 FBIS3-31314          	 193     	 46.4316 	 RUN
401 	 Q0 	 FT922-4593           	 194     	 46.3651 	 RUN
401 	 Q0 	 FBIS4-34721          	 195     	 46.3351 	 RUN
401 	 Q0 	 FBIS3-24212          	 196     	 46.3192 	 RUN
401 	 Q0 	 FT941-9546           	 197     	 46.3159 	 RUN
401 	 Q0 	 FBIS3-18684          	 198     	 46.3101 	 RUN
401 	 Q0 	 FT924-11408          	 199     	 46.2949 	 RUN
401 	 Q0 	 FR940111-0-00022     	 200     	 46.2884 	 RUN
401 	 Q0 	 FBIS4-37163          	 201     	 46.2836 	 RUN
401 	 Q0 	 LA121190-0075        	 202     	 46.2687 	 RUN
401 	 Q0 	 FBIS3-30912          	 203     	 46.2329 	 RUN
401 	 Q0 	 FBIS4-9354           	 204     	 46.1921 	 RUN
401 	 Q0 	 FT943-5289           	 205     	 46.1322 	 RUN
401 	 Q0 	 FBIS4-66050          	 206     	 46.1231 	 RUN
401 	 Q0 	 FBIS3-32822          	 207     	 45.9965 	 RUN
401 	 Q0 	 FBIS4-9582           	 208     	 45.9399 	 RUN
401 	 Q0 	 FBIS3-19454          	 209     	 45.8933 	 RUN
401 	 Q0 	 FBIS3-19893          	 210     	 45.8586 	 RUN
401 	 Q0 	 FBIS3-16466          	 211     	 45.8291 	 RUN
401 	 Q0 	 FBIS3-10751          	 212     	 45.7875 	 RUN
401 	 Q0 	 FBIS3-15738          	 213     	 45.7850 	 RUN
401 	 Q0 	 FT933-15375          	 214     	 45.7728 	 RUN
401 	 Q0 	 FBIS4-10589          	 215     	 45.7583 	 RUN
401 	 Q0 	 FBIS3-51703          	 216     	 45.7582 	 RUN
401 	 Q0 	 FT933-2357           	 217     	 45.7454 	 RUN
401 	 Q0 	 FBIS3-24393          	 218     	 45.7386 	 RUN
401 	 Q0 	 FT934-104            	 219     	 45.7203 	 RUN
401 	 Q0 	 FBIS4-55638          	 220     	 45.7047 	 RUN
401 	 Q0 	 FT911-559            	 221     	 45.6980 	 RUN
401 	 Q0 	 FBIS4-7646           	 222     	 45.6865 	 RUN
401 	 Q0 	 FT933-3792           	 223     	 45.6537 	 RUN
401 	 Q0 	 FBIS4-66152          	 224     	 45.6485 	 RUN
401 	 Q0 	 FT923-4647           	 225     	 45.6379 	 RUN
401 	 Q0 	 FT934-11235          	 226     	 45.5641 	 RUN
401 	 Q0 	 FBIS3-50378          	 227     	 45.5483 	 RUN
401 	 Q0 	 FBIS3-31480          	 228     	 45.5203 	 RUN
401 	 Q0 	 LA061589-0041        	 229     	 45.5095 	 RUN
401 	 Q0 	 FBIS3-15263          	 230     	 45.5030 	 RUN
401 	 Q0 	 FBIS3-8977           	 231     	 45.4970 	 RUN
401 	 Q0 	 FT931-16999          	 232     	 45.4737 	 RUN
401 	 Q0 	 FT924-7558           	 233     	 45.3635 	 RUN
401 	 Q0 	 FT942-10203          	 234     	 45.3357 	 RUN
401 	 Q0 	 FBIS4-22408          	 235     	 45.2537 	 RUN
401 	 Q0 	 FBIS3-50254          	 236     	 45.2501 	 RUN
401 	 Q0 	 LA072290-0094        	 237     	 45.2434 	 RUN
401 	 Q0 	 FBIS4-17569          	 238     	 45.2380 	 RUN
401 	 Q0 	 FBIS3-19685          	 239     	 45.1866 	 RUN
401 	 Q0 	 FBIS3-19652          	 240     	 45.1866 	 RUN
401 	 Q0 	 FBIS4-64960          	 241     	 45.1737 	 RUN
401 	 Q0 	 FBIS3-59123          	 242     	 45.1571 	 RUN
401 	 Q0 	 FBIS3-17354          	 243     	 45.1459 	 RUN
401 	 Q0 	 FBIS4-66540          	 244     	 45.1322 	 RUN
401 	 Q0 	 FBIS4-66646          	 245     	 45.0838 	 RUN
401 	 Q0 	 FT933-15285          	 246     	 45.0697 	 RUN
401 	 Q0 	 FBIS3-59456          	 247     	 45.0506 	 RUN
401 	 Q0 	 FBIS4-56751          	 248     	 45.0263 	 RUN
401 	 Q0 	 FBIS3-49716          	 249     	 44.9981 	 RUN
401 	 Q0 	 FBIS3-10291          	 250     	 44.9350 	 RUN
401 	 Q0 	 FBIS4-66840          	 251     	 44.8840 	 RUN
401 	 Q0 	 FBIS4-68774          	 252     	 44.8230 	 RUN
401 	 Q0 	 FT921-13143          	 253     	 44.8133 	 RUN
401 	 Q0 	 FBIS3-20329          	 254     	 44.7563 	 RUN
401 	 Q0 	 FBIS3-61307          	 255     	 44.7456 	 RUN
401 	 Q0 	 FBIS3-61151          	 256     	 44.7224 	 RUN
401 	 Q0 	 FBIS3-61215          	 257     	 44.7224 	 RUN
401 	 Q0 	 FBIS3-9316           	 258     	 44.7130 	 RUN
401 	 Q0 	 FBIS4-55018          	 259     	 44.6949 	 RUN
401 	 Q0 	 FBIS3-18733          	 260     	 44.6514 	 RUN
401 	 Q0 	 LA071090-0042        	 261     	 44.6376 	 RUN
401 	 Q0 	 FBIS3-36471          	 262     	 44.6238 	 RUN
401 	 Q0 	 FT922-3575           	 263     	 44.6138 	 RUN
401 	 Q0 	 FBIS3-24250          	 264     	 44.6058 	 RUN
401 	 Q0 	 FBIS3-17077          	 265     	 44.5787 	 RUN
401 	 Q0 	 FBIS3-8160           	 266     	 44.5524 	 RUN
401 	 Q0 	 FBIS3-61401          	 267     	 44.5375 	 RUN
401 	 Q0 	 FBIS4-68697          	 268     	 44.5266 	 RUN
401 	 Q0 	 FT944-13626          	 269     	 44.5244 	 RUN
401 	 Q0 	 FBIS3-18940          	 270     	 44.4997 	 RUN
401 	 Q0 	 FT943-15609          	 271     	 44.4715 	 RUN
401 	 Q0 	 FBIS4-56146          	 272     	 44.4495 	 RUN
401 	 Q0 	 FBIS4-16322          	 273     	 44.3950 	 RUN
401 	 Q0 	 FBIS3-42006          	 274     	 44.3936 	 RUN
401 	 Q0 	 FBIS3-56011          	 275     	 44.3936 	 RUN
401 	 Q0 	 FBIS3-21428          	 276     	 44.3363 	 RUN
401 	 Q0 	 FBIS3-7813           	 277     	 44.3345 	 RUN
401 	 Q0 	 FBIS4-53787          	 278     	 44.3184 	 RUN
401 	 Q0 	 FBIS4-32713          	 279     	 44.2986 	 RUN
401 	 Q0 	 FBIS4-62013          	 280     	 44.2930 	 RUN
401 	 Q0 	 FBIS3-50059          	 281     	 44.2458 	 RUN
401 	 Q0 	 FBIS4-46959          	 282     	 44.2442 	 RUN
401 	 Q0 	 FT933-6013           	 283     	 44.2252 	 RUN
401 	 Q0 	 FBIS4-32612          	 284     	 44.1992 	 RUN
401 	 Q0 	 FBIS4-44227          	 285     	 44.1696 	 RUN
401 	 Q0 	 FBIS4-18760          	 286     	 44.1643 	 RUN
401 	 Q0 	 FBIS3-48891          	 287     	 44.1482 	 RUN
401 	 Q0 	 FBIS3-8422           	 288     	 44.1272 	 RUN
401 	 Q0 	 FBIS3-50680          	 289     	 44.1038 	 RUN
401 	 Q0 	 FBIS3-24633          	 290     	 44.0945 	 RUN
401 	 Q0 	 FBIS3-27059          	 291     	 44.0472 	 RUN
401 	 Q0 	 FBIS3-42734          	 292     	 44.0187 	 RUN
401 	 Q0 	 FBIS4-43525          	 293     	 43.9852 	 RUN
401 	 Q0 	 FBIS3-58627          	 294     	 43.9520 	 RUN
401 	 Q0 	 FBIS4-50183          	 295     	 43.9296 	 RUN
401 	 Q0 	 FBIS4-65064          	 296     	 43.9201 	 RUN
401 	 Q0 	 FBIS4-55688          	 297     	 43.8940 	 RUN
401 	 Q0 	 FBIS4-46598          	 298     	 43.8934 	 RUN
401 	 Q0 	 FBIS4-9475           	 299     	 43.8360 	 RUN
401 	 Q0 	 LA101889-0072        	 300     	 43.8288 	 RUN
401 	 Q0 	 LA021389-0087        	 301     	 43.8152 	 RUN
401 	 Q0 	 FBIS4-31541          	 302     	 43.7754 	 RUN
401 	 Q0 	 FBIS3-50280          	 303     	 43.7726 	 RUN
401 	 Q0 	 FBIS4-32112          	 304     	 43.7565 	 RUN
401 	 Q0 	 FT932-5626           	 305     	 43.7531 	 RUN
401 	 Q0 	 FBIS4-19865          	 306     	 43.7208 	 RUN
401 	 Q0 	 FT924-2233           	 307     	 43.7160 	 RUN
401 	 Q0 	 FT942-2610           	 308     	 43.7116 	 RUN
401 	 Q0 	 FT942-12998          	 309     	 43.7115 	 RUN
401 	 Q0 	 FT924-15540          	 310     	 43.7082 	 RUN
401 	 Q0 	 FBIS3-42013          	 311     	 43.6987 	 RUN
401 	 Q0 	 FBIS4-9057           	 312     	 43.6945 	 RUN
401 	 Q0 	 FT924-11405          	 313     	 43.6345 	 RUN
401 	 Q0 	 FT943-5819           	 314     	 43.6182 	 RUN
401 	 Q0 	 FBIS3-8131           	 315     	 43.6165 	 RUN
401 	 Q0 	 FBIS4-38611          	 316     	 43.6063 	 RUN
401 	 Q0 	 FBIS4-65345          	 317     	 43.6018 	 RUN
401 	 Q0 	 FBIS4-46942          	 318     	 43.5950 	 RUN
401 	 Q0 	 FBIS3-46614          	 319     	 43.5875 	 RUN
401 	 Q0 	 FBIS3-39318          	 320     	 43.5794 	 RUN
401 	 Q0 	 FT933-16953          	 321     	 43.5701 	 RUN
401 	 Q0 	 FBIS4-46996          	 322     	 43.5400 	 RUN
401 	 Q0 	 FT921-5784           	 323     	 43.5029 	 RUN
401 	 Q0 	 FBIS3-31339          	 324     	 43.5009 	 RUN
401 	 Q0 	 FBIS3-24234          	 325     	 43.4858 	 RUN
401 	 Q0 	 FT941-2436           	 326     	 43.4541 	 RUN
401 	 Q0 	 FBIS3-31745          	 327     	 43.4366 	 RUN
401 	 Q0 	 FBIS4-43034          	 328     	 43.4299 	 RUN
401 	 Q0 	 FT933-13479          	 329     	 43.4296 	 RUN
401 	 Q0 	 FBIS4-44356          	 330     	 43.4245 	 RUN
401 	 Q0 	 FT941-10908          	 331     	 43.4082 	 RUN
401 	 Q0 	 FBIS4-30835          	 332     	 43.3903 	 RUN
401 	 Q0 	 FBIS4-62151          	 333     	 43.3521 	 RUN
401 	 Q0 	 LA011589-0050        	 334     	 43.3371 	 RUN
401 	 Q0 	 FBIS4-17077          	 335     	 43.3327 	 RUN
401 	 Q0 	 FBIS4-39586          	 336     	 43.3108 	 RUN
401 	 Q0 	 FT923-4680           	 337     	 43.2929 	 RUN
401 	 Q0 	 FBIS4-4067           	 338     	 43.2911 	 RUN
401 	 Q0 	 FBIS3-17088          	 339     	 43.2859 	 RUN
401 	 Q0 	 FBIS3-54460          	 340     	 43.2427 	 RUN
401 	 Q0 	 FT924-15541          	 341     	 43.2327 	 RUN
401 	 Q0 	 LA091789-0179        	 342     	 43.2174 	 RUN
401 	 Q0 	 LA032090-0092        	 343     	 43.2104 	 RUN
401 	 Q0 	 FBIS4-68824          	 344     	 43.2012 	 RUN
401 	 Q0 	 FBIS3-58413          	 345     	 43.1819 	 RUN
401 	 Q0 	 FBIS3-37427          	 346     	 43.1713 	 RUN
401 	 Q0 	 FBIS4-65719          	 347     	 43.1587 	 RUN
401 	 Q0 	 FBIS3-17815          	 348     	 43.1577 	 RUN
401 	 Q0 	 FBIS4-8587           	 349     	 43.1548 	 RUN
401 	 Q0 	 FBIS3-8488           	 350     	 43.1487 	 RUN
401 	 Q0 	 FBIS3-19380          	 351     	 43.1405 	 RUN
401 	 Q0 	 FBIS3-60738          	 352     	 43.1324 	 RUN
401 	 Q0 	 FBIS4-64273          	 353     	 43.1300 	 RUN
401 	 Q0 	 FT941-5393           	 354     	 43.1063 	 RUN
401 	 Q0 	 FBIS4-8682           	 355     	 43.0948 	 RUN
401 	 Q0 	 FBIS3-10896          	 356     	 43.0808 	 RUN
401 	 Q0 	 FBIS4-50806          	 357     	 43.0737 	 RUN
401 	 Q0 	 FBIS3-28303          	 358     	 43.0705 	 RUN
401 	 Q0 	 FT944-3484           	 359     	 43.0682 	 RUN
401 	 Q0 	 FR941019-2-00121     	 360     	 43.0641 	 RUN
401 	 Q0 	 FBIS3-61248          	 361     	 43.0454 	 RUN
401 	 Q0 	 FBIS4-6832           	 362     	 43.0400 	 RUN
401 	 Q0 	 FBIS4-39843          	 363     	 43.0255 	 RUN
401 	 Q0 	 FT922-13996          	 364     	 43.0108 	 RUN
401 	 Q0 	 FT934-4193           	 365     	 42.9982 	 RUN
401 	 Q0 	 FT933-10915          	 366     	 42.9831 	 RUN
401 	 Q0 	 FT934-15047          	 367     	 42.9809 	 RUN
401 	 Q0 	 LA052889-0176        	 368     	 42.9707 	 RUN
401 	 Q0 	 FT942-4763           	 369     	 42.9599 	 RUN
401 	 Q0 	 FBIS4-18917          	 370     	 42.9383 	 RUN
401 	 Q0 	 FBIS3-41584          	 371     	 42.9338 	 RUN
401 	 Q0 	 FBIS4-20130          	 372     	 42.9147 	 RUN
401 	 Q0 	 LA111089-0142        	 373     	 42.9036 	 RUN
401 	 Q0 	 FBIS4-9243           	 374     	 42.8924 	 RUN
401 	 Q0 	 FBIS3-39240          	 375     	 42.8901 	 RUN
401 	 Q0 	 FBIS3-18916          	 376     	 42.8650 	 RUN
401 	 Q0 	 FT944-2368           	 377     	 42.8409 	 RUN
401 	 Q0 	 FT944-2530           	 378     	 42.8409 	 RUN
401 	 Q0 	 FBIS3-17527          	 379     	 42.8072 	 RUN
401 	 Q0 	 FBIS3-54646          	 380     	 42.8018 	 RUN
401 	 Q0 	 FBIS4-65149          	 381     	 42.7981 	 RUN
401 	 Q0 	 FT941-7838           	 382     	 42.7926 	 RUN
401 	 Q0 	 FBIS3-61298          	 383     	 42.7687 	 RUN
401 	 Q0 	 FBIS4-31312          	 384     	 42.7671 	 RUN
401 	 Q0 	 LA101589-0059        	 385     	 42.7452 	 RUN
401 	 Q0 	 FBIS3-35793          	 386     	 42.7372 	 RUN
401 	 Q0 	 FBIS3-22835          	 387     	 42.7308 	 RUN
401 	 Q0 	 FBIS3-39453          	 388     	 42.7308 	 RUN
401 	 Q0 	 FBIS3-8766           	 389     	 42.7158 	 RUN
401 	 Q0 	 LA121690-0108        	 390     	 42.7141 	 RUN
401 	 Q0 	 FT944-9692           	 391     	 42.7135 	 RUN
